model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
M_11000100000000000000000000000000	2.2616281509399414	137.71433093015108	283.42866186030216	283.5906051801402	297.5463782103478	7	0.15947866439819336	0.1740415096282959	0.17794251441955566	0.40084147453308105	0.1629648208618164	0.3548758029937744	0.18042993545532227	0.27817368507385254	0.1728360652923584	0.2000436782836914
M_01100100000000000000000000000000	1.7451646327972412	126.49009188656302	260.98018377312604	261.1421270929641	275.0979001231717	10	0.1581413745880127	0.20983171463012695	0.15814948081970215	0.1362295150756836	0.16228222846984863	0.2249007225036621	0.1528151035308838	0.20796942710876465	0.16797995567321777	0.16686511039733887
M_01001100000000000000000000000000	1.527639627456665	137.54225052972848	283.08450105945695	283.246444379295	297.2022174095026	10	0.13193058967590332	0.19188642501831055	0.20717310905456543	0.16638636589050293	0.16010642051696777	0.14318394660949707	0.14152169227600098	0.07665395736694336	0.12225031852722168	0.18654680252075195
M_01010100000000000000000000000000	1.329125165939331	107.20431755969912	222.40863511939824	222.5705784392363	236.52635146944394	10	0.12546491622924805	0.09070062637329102	0.11427855491638184	0.1314866542816162	0.08351898193359375	0.22581863403320312	0.14515352249145508	0.13503766059875488	0.12968921661376953	0.14797639846801758
M_11010100000000000000000000000000	9.944623947143555	95.26225587702018	200.52451175404036	200.76841419306476	218.1716571915975	8	0.19477367401123047	0.8342366218566895	0.26471376419067383	0.4217243194580078	1.817537784576416	0.7198433876037598	2.1928718090057373	3.2237658500671387	0.1454458236694336	0.12971091270446777
M_01110100000000000000000000000000	2.422645330429077	88.84004489955598	187.68008979911195	187.92399223813635	205.32723523666908	10	0.40785813331604004	0.34067559242248535	0.14806699752807617	0.2167360782623291	0.20792388916015625	0.2559521198272705	0.1681356430053711	0.20561528205871582	0.14662599563598633	0.3250555992126465
M_01011100000000000000000000000000	1.8163175582885742	105.24807877556749	220.49615755113498	220.74005999015938	238.1433029886921	10	0.19574618339538574	0.19505643844604492	0.1288607120513916	0.1586151123046875	0.15765666961669922	0.21521854400634766	0.16600298881530762	0.23128890991210938	0.17745327949523926	0.19041872024536133
M_11110100000000000000000000000000	10.204528331756592	72.4181258856824	156.8362517713648	157.17910891422196	178.01282629643333	9	0.6975834369659424	0.7359282970428467	0.8122022151947021	0.6339259147644043	0.5609619617462158	2.833700180053711	0.579566478729248	0.850902795791626	2.2727138996124268	0.22704315185546875
M_01111100000000000000000000000000	2.776597261428833	85.39839286484757	182.79678572969513	183.1396428725523	203.97336025476366	10	0.36136960983276367	0.5849080085754395	0.14218950271606445	0.24997854232788086	0.2480919361114502	0.204970121383667	0.26085853576660156	0.19991850852966309	0.19952821731567383	0.3247842788696289
M_11111100000000000000000000000000	7.131215333938599	68.6762722728019	151.3525445456038	151.81156093904642	176.05854815818375	5	0.5518934726715088	0.5376887321472168	1.035330057144165	1.0639872550964355	2.916551351547241	0.27216482162475586	0.29685139656066895	0.13293027877807617	0.1536881923675537	0.17012977600097656
M_00000000000000000000000000000000	0.1436305046081543	229.6573345774229	461.3146691548458	461.3306691548458	464.8440982423572	10	0.014039278030395508	0.00924992561340332	0.012463569641113281	0.010953426361083984	0.017580747604370117	0.009263277053833008	0.012327909469604492	0.017746686935424805	0.026790857315063477	0.013214826583862305
M_10000000000000000000000000000000	0.5776314735412598	219.85113358040542	443.70226716081083	443.7504599318952	450.7611253358337	9	0.05704355239868164	0.04522705078125	0.06841492652893066	0.03392505645751953	0.04090452194213867	0.033330678939819336	0.12304806709289551	0.06422185897827148	0.0429987907409668	0.06851696968078613
M_00000000000000000000000100000000	0.4448239803314209	224.34163561322714	452.6832712264543	452.73146399753864	459.74212940147714	10	0.03446006774902344	0.040357351303100586	0.06229734420776367	0.05029869079589844	0.04813838005065918	0.04153180122375488	0.058713436126708984	0.023875713348388672	0.03124547004699707	0.05390572547912598
