model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9	start_time_10	start_time_11	start_time_12	start_time_13	start_time_14	start_time_15	start_time_16	start_time_17	start_time_18	start_time_19
M_00000100000000000000000000000000	0.7545509338378906	166.74051301155941	337.48102602311883	337.5292187942032	344.5398841981417	20	0.06168770790100098	0.04806852340698242	0.02475285530090332	0.05336260795593262	0.024470806121826172	0.023511648178100586	0.020752668380737305	0.023502349853515625	0.03681755065917969	0.05669593811035156	0.04227256774902344	0.04375100135803223	0.038196563720703125	0.0233156681060791	0.03624725341796875	0.03418135643005371	0.039923906326293945	0.040009260177612305	0.04047799110412598	0.04255270957946777
M_00000000000000000000000000000001	0.7231833934783936	180.9267190690752	365.8534381381504	365.90163090923477	372.9122963131733	20	0.03287315368652344	0.04229569435119629	0.024820327758789062	0.040242910385131836	0.02490234375	0.04062485694885254	0.044003963470458984	0.0262606143951416	0.025798559188842773	0.03474903106689453	0.04116988182067871	0.04327082633972168	0.04158210754394531	0.06236457824707031	0.0417177677154541	0.04372048377990723	0.03592419624328613	0.018191099166870117	0.025594711303710938	0.03307628631591797
M_00010000000000000000000000000000	0.877129077911377	197.51853230128177	399.03706460256353	399.0852573736479	406.0959227775864	20	0.055573225021362305	0.05941033363342285	0.049226999282836914	0.04398703575134277	0.04484724998474121	0.03892827033996582	0.026700735092163086	0.03262805938720703	0.04128265380859375	0.03447365760803223	0.061547040939331055	0.03179001808166504	0.04427528381347656	0.04468107223510742	0.03557181358337402	0.07840728759765625	0.05198979377746582	0.02564096450805664	0.03861117362976074	0.03755640983581543
M_00000000000000010000000000000000	1.1232974529266357	228.3673335860455	460.734667172091	460.78285994317537	467.79352534711387	20	0.053316354751586914	0.05720043182373047	0.031585693359375	0.053969621658325195	0.07046175003051758	0.0977468490600586	0.05549979209899902	0.1325371265411377	0.05696892738342285	0.05396890640258789	0.05227208137512207	0.034372568130493164	0.04051804542541504	0.03348588943481445	0.05309438705444336	0.08095002174377441	0.05069446563720703	0.051157474517822266	0.036707162857055664	0.02678990364074707
M_00000000000000000100000000000000	0.7998745441436768	225.69958206999587	455.39916413999174	455.4473569110761	462.4580223150146	20	0.03786277770996094	0.031714677810668945	0.062315940856933594	0.026836156845092773	0.03564763069152832	0.037966012954711914	0.02358388900756836	0.04694652557373047	0.048638105392456055	0.023863554000854492	0.03547239303588867	0.057709693908691406	0.03574538230895996	0.03946256637573242	0.03037118911743164	0.035181283950805664	0.05970573425292969	0.03947043418884277	0.047576189041137695	0.04380440711975098
M_00000000000000000000000001000000	0.8086488246917725	199.7445776676459	403.4891553352918	403.53734810637616	410.54801351031466	20	0.0488584041595459	0.02325439453125	0.027027606964111328	0.036548614501953125	0.03656005859375	0.029573678970336914	0.03782510757446289	0.023099899291992188	0.03081226348876953	0.052347660064697266	0.10984539985656738	0.05119132995605469	0.02815103530883789	0.05719113349914551	0.039927005767822266	0.04474496841430664	0.026808500289916992	0.034261226654052734	0.0364837646484375	0.03413677215576172
M_10000000000000000000000000000000	2.349855422973633	219.85113358040647	443.70226716081294	443.7504599318973	450.7611253358358	15	0.033083438873291016	0.02817702293395996	0.06377243995666504	0.026390790939331055	0.05722522735595703	0.035058021545410156	0.08369970321655273	0.05462765693664551	0.04654741287231445	0.024077653884887695	0.054241180419921875	0.5167202949523926	0.046181678771972656	0.6715035438537598	0.19185519218444824	0.08212947845458984	0.0952150821685791	0.08782124519348145	0.07373952865600586	0.0777888298034668
M_00000000100000000000000000000000	1.9157462120056152	210.83428319118315	425.6685663823663	425.71675915345065	432.72742455738916	20	0.11600351333618164	0.16335558891296387	0.037613630294799805	0.18615508079528809	0.03025221824645996	0.1213688850402832	0.1429753303527832	0.17870068550109863	0.12750697135925293	0.05661177635192871	0.04578876495361328	0.044068336486816406	0.14870786666870117	0.0739297866821289	0.04526066780090332	0.04467201232910156	0.11002016067504883	0.02960062026977539	0.10363912582397461	0.10951519012451172
M_00000000000000000000000000100000	1.0929608345031738	221.78597300484165	447.5719460096833	447.62013878076766	454.63080418470616	20	0.03710222244262695	0.05970621109008789	0.05246090888977051	0.03573966026306152	0.06640911102294922	0.056497812271118164	0.08500432968139648	0.06843852996826172	0.03925967216491699	0.022854328155517578	0.02312302589416504	0.028363943099975586	0.03262448310852051	0.07694673538208008	0.025522470474243164	0.04729199409484863	0.08600950241088867	0.06104564666748047	0.03221940994262695	0.1563408374786377
M_00000000010000000000000000000000	0.8636908531188965	214.75789729593433	433.51579459186866	433.563987362953	440.5746527668915	20	0.057116031646728516	0.028113603591918945	0.03476834297180176	0.02547311782836914	0.1036686897277832	0.03779482841491699	0.034737586975097656	0.04569673538208008	0.04289865493774414	0.042665958404541016	0.024654626846313477	0.044854164123535156	0.044461965560913086	0.0318145751953125	0.03864097595214844	0.04912257194519043	0.04346060752868652	0.04487109184265137	0.040598392486572266	0.0482783317565918
M_00000000000100000000000000000000	0.7469017505645752	227.74075542847817	459.48151085695633	459.5297036280407	466.5403690319792	20	0.029718875885009766	0.0360865592956543	0.05179405212402344	0.03849315643310547	0.031067609786987305	0.03946232795715332	0.053861141204833984	0.033168792724609375	0.04831242561340332	0.039815664291381836	0.040123701095581055	0.03206467628479004	0.024480819702148438	0.03257632255554199	0.04849839210510254	0.028935909271240234	0.03673124313354492	0.04631400108337402	0.02096700668334961	0.034429073333740234
M_00000000001000000000000000000000	0.6911613941192627	201.8088930010096	407.6177860020192	407.6659787731036	414.6766441770421	20	0.044646501541137695	0.030197620391845703	0.03568387031555176	0.032154083251953125	0.023010730743408203	0.027939796447753906	0.03640270233154297	0.0390167236328125	0.028269052505493164	0.03496098518371582	0.0292356014251709	0.04511690139770508	0.03994107246398926	0.028831005096435547	0.035948753356933594	0.0373234748840332	0.04886651039123535	0.04006218910217285	0.0218198299407959	0.03173398971557617
M_00000000000000000000000000000010	0.7290370464324951	175.91589668451093	355.83179336902185	355.8799861401062	362.8906515440447	20	0.03588581085205078	0.03314805030822754	0.046288490295410156	0.03410816192626953	0.03539705276489258	0.021543264389038086	0.04775238037109375	0.034539222717285156	0.021477699279785156	0.04778409004211426	0.027232885360717773	0.048943519592285156	0.03919649124145508	0.04907560348510742	0.031102895736694336	0.03399825096130371	0.02098846435546875	0.03610396385192871	0.046002864837646484	0.0384678840637207
M_00000000000000000000000000010000	0.7713122367858887	219.49226688212974	442.9845337642595	443.03272653534384	450.04339193928234	20	0.028556346893310547	0.023960351943969727	0.036607980728149414	0.03512930870056152	0.03660845756530762	0.027141332626342773	0.04175758361816406	0.036360979080200195	0.04547524452209473	0.04265618324279785	0.020591020584106445	0.04886674880981445	0.04562020301818848	0.05132102966308594	0.05748772621154785	0.039366960525512695	0.03704428672790527	0.028936386108398438	0.036829471588134766	0.0509946346282959
M_00000000000000000000000100000000	0.9813332557678223	224.34163561323345	452.6832712264669	452.73146399755126	459.74212940148976	20	0.0378117561340332	0.05165600776672363	0.035913944244384766	0.1520535945892334	0.0290679931640625	0.060485124588012695	0.034832000732421875	0.04196286201477051	0.02455925941467285	0.05117630958557129	0.05725717544555664	0.03568887710571289	0.038492679595947266	0.05907130241394043	0.054198503494262695	0.03267669677734375	0.07390022277832031	0.03868746757507324	0.0331418514251709	0.03869962692260742
M_00000000000000000000010000000000	0.9042172431945801	223.41916170597256	450.8383234119451	450.88651618302947	457.897181586968	20	0.03099346160888672	0.061728715896606445	0.0676577091217041	0.02948594093322754	0.07489991188049316	0.026592731475830078	0.04350900650024414	0.06437039375305176	0.034895896911621094	0.05835771560668945	0.06361532211303711	0.038155317306518555	0.05347418785095215	0.04183244705200195	0.03645515441894531	0.03631019592285156	0.03578448295593262	0.026386022567749023	0.047028303146362305	0.032684326171875
